epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.80392,3.33714,3.936,3.7699,0.00067,0.25781,0.02325,0.00447,3.3634,4.16644,3.5319,0.000325926,0.000325926,0.0677333
2,13.5794,3.22552,3.67997,3.46595,0.5376,0.19389,0.0512,0.00959,3.32398,6.54407,3.55469,0.000653326,0.000653326,0.0347274
3,19.9942,2.98606,3.56661,3.31056,0.56415,0.08168,0.02956,0.00759,3.14981,7.66786,3.98353,0.000974726,0.000974726,0.00171547
4,25.702,2.83955,3.45355,3.14612,0.54225,0.09446,0.02043,0.00591,2.87433,7.48797,3.45917,0.000973,0.000973,0.000973
5,31.8549,2.69933,3.3962,3.0198,0.56312,0.11577,0.03367,0.0114,2.7256,9.26666,3.17575,0.000964,0.000964,0.000964
6,37.81,2.56137,3.37898,2.95076,0.63028,0.13281,0.07668,0.02644,2.57394,7.24755,3.10317,0.000955,0.000955,0.000955
7,43.5625,2.46676,3.18407,2.84066,0.54418,0.10582,0.02066,0.00802,2.57853,10.0336,3.04679,0.000946,0.000946,0.000946
8,49.1555,2.37642,3.12328,2.76459,0.74108,0.11861,0.13015,0.06147,2.43188,3.30503,2.90389,0.000937,0.000937,0.000937
9,54.6299,2.32512,2.99502,2.70506,0.738,0.14646,0.15635,0.06804,2.50635,3.53044,3.0285,0.000928,0.000928,0.000928
10,60.5017,2.22992,2.81556,2.59098,0.72106,0.1289,0.13168,0.05744,2.42651,4.88528,2.85081,0.000919,0.000919,0.000919
11,66.0865,2.22646,2.84979,2.6065,0.81363,0.18525,0.20524,0.10316,2.34441,2.88035,2.84389,0.00091,0.00091,0.00091
12,71.8537,2.0979,2.65894,2.49332,0.31126,0.15554,0.1828,0.10494,2.35178,2.96937,2.75935,0.000901,0.000901,0.000901
13,77.4172,2.13749,2.67824,2.46561,0.84419,0.16264,0.20384,0.1042,2.26353,2.78874,2.67812,0.000892,0.000892,0.000892
14,82.7895,2.03314,2.53696,2.39328,0.43215,0.19404,0.21147,0.12085,2.22966,2.86886,2.66447,0.000883,0.000883,0.000883
15,88.3474,2.01739,2.57383,2.38515,0.32567,0.18534,0.21135,0.11682,2.27839,2.79119,2.68122,0.000874,0.000874,0.000874
16,93.803,1.94265,2.47154,2.33542,0.85126,0.20329,0.24659,0.14605,2.13766,2.73919,2.58434,0.000865,0.000865,0.000865
17,99.3238,1.86501,2.39676,2.26314,0.84456,0.20099,0.23825,0.14506,2.11093,2.71271,2.56776,0.000856,0.000856,0.000856
18,104.82,1.90481,2.37941,2.28225,0.65312,0.20501,0.26341,0.14068,2.15288,2.53142,2.60607,0.000847,0.000847,0.000847
19,111.066,1.85369,2.37734,2.24772,0.52772,0.22363,0.25238,0.15145,2.09489,2.61313,2.5411,0.000838,0.000838,0.000838
20,116.509,1.8726,2.34889,2.239,0.43085,0.1968,0.21137,0.10886,2.24397,2.66498,2.70022,0.000829,0.000829,0.000829
21,121.879,1.86837,2.36369,2.24253,0.86821,0.19673,0.26172,0.1543,2.10555,2.66172,2.54296,0.00082,0.00082,0.00082
22,127.281,1.83506,2.27865,2.19756,0.89102,0.17472,0.24508,0.14938,2.17146,2.66923,2.64396,0.000811,0.000811,0.000811
23,132.783,1.8002,2.27075,2.16554,0.46469,0.24435,0.28363,0.17385,2.02429,2.45938,2.44596,0.000802,0.000802,0.000802
24,138.356,1.81751,2.18211,2.16763,0.48151,0.23448,0.28052,0.17117,2.02571,2.51093,2.39743,0.000793,0.000793,0.000793
